geo	MSC	Fibroblasts	Endothelial_cells	Keratinocytes	Schwann_cells	Smooth_muscle_cells	Platelets	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	Macrophage	M1.IFNg.	M2.IL.4.	M.IFNa.	T_cells_.CD4..	T_cells_.CD8..	T_cells_.gamma.delta.	NK_cells	Neutrophils
GSM1562069	0	0	0	0	0	0	0.01127	0.12171	0.12393	0	0	0	0	0.18486	0.07423	0	0.10857	0.37543
GSM1562070	0	0.00236	0	0	0	0	0.03408	0.1332	0.04024	0	0	0	0	0.2309	0.06415	0	0.10217	0.39291
GSM1562071	0	0	0	0.00092	0	0	0.07614	0.05047	0.04933	0	0.00813	0	0	0.11384	0.05928	0	0.11802	0.52386
GSM1562072	0	0	0	0	0	0	0.12106	0.23201	0.04254	0.00721	0	0	0	0.18442	0	0	0.07739	0.33537
GSM1562073	0	0	0.01458	0	0	0	0.02163	0.06286	0.17015	0	0	0	0.01759	0.23749	0	0	0.08333	0.39237
GSM1562074	0	0	0	0	0	0	0.02972	0.27132	0	0	0	0	0	0.12728	0.02576	0	0.07582	0.47009
GSM1562075	0	0	0	0.00222	0	0	0	0.35785	0	0	0	0	0	0.061	0.09298	0	0.01283	0.47312
GSM1562076	0	0	0	0	0	0	0.00757	0.15975	0.02457	0	0	0	0	0.23903	0.04311	0	0.05631	0.46967
GSM1562077	0	0	0	0	0	0	0.03943	0	0.08498	0	0	0	0	0.39326	0.09725	0	0.09059	0.29449
GSM1562078	0	0	0	0	0	0	0.05688	0.2154	0	0.00025	0	0	0	0.08579	0.05693	0	0.04424	0.54051
GSM1562079	0	0	0	0	0	0	0.00956	0.23918	0	0	0	0	0	0	0.03862	0	0.07523	0.63741
GSM1562080	0	0	0.00411	0.00169	0	0	0.09245	0.24012	0	0	0	0	0	0.15832	0.05516	0	0.02905	0.4191
GSM1562081	0	0	0	0	0	0	0.06223	0.08724	0.05428	0.00461	0	0	0	0.23412	0.01665	0	0.10439	0.43648
GSM1562082	0	0	0	0	0	0	0.06695	0.003	0.21622	0	0.04469	0	0	0.20032	0	0	0.02927	0.43953
GSM1562083	0	0	0	0	0	0	0.05417	0.13771	0.05689	0.01988	0	0	0	0.21601	0.0174	0	0.07819	0.41975
GSM1562084	0	0	0.03566	0.00477	0	0	0.00811	0.16806	0.0561	0	0.02205	0	0	0.15111	0.09991	0	0.1047	0.34954
GSM1562085	0	0	0	0	0	0	0.01568	0.20807	0	0.05621	0	0	0	0.09064	0.04826	0	0.08263	0.4985
GSM1562086	0	0	0	0.01022	0	0	0.01944	0.35357	0	0	0	0	0	0.07693	0.01854	0	0.03462	0.48668
GSM1562087	0	0	0	0	0	0	0.05075	0	0.10964	0.01182	0	0	0	0.3758	0.05104	0	0.10858	0.29237
GSM1562088	0	0	0	8.00E-05	0	0	0.01611	0.24419	0	0	0	0	0	0.03295	0.16587	0	0.10679	0.434
GSM1562089	0	0	0	0	0	0	0.02336	0.03486	0.09177	0.038	0	0	0	0.16585	0.053	0	0.10513	0.48803
GSM1562090	0	0	0	0	0	0	0.0643	0	0.16569	0	0	0	0.0154	0.16623	0.00469	0	0.11605	0.46764
GSM1562091	0	0	0	0.0117	0	0	0.06743	0.1692	0.01968	0	0	0	0	0.16944	0.05155	0	0.05129	0.45972
GSM1562092	0	0	0	0.00278	0	0	0.07996	0.11808	0	0	0	0	0	0.15078	0.03508	0	0.07277	0.54054
GSM1562093	0	0	0	0	0	0	0.03818	0.17489	0	0	0	0	0	0.11359	0.02619	0	0.04967	0.59749
GSM1562094	0	0	0	0	0	0	0.05374	0.12091	0.08146	0	0	0	0	0.12112	0.04744	0	0.10811	0.46721
GSM1562095	0	0	0	0	0	0	0.05062	0.06062	0.02383	0	0	0	0	0.0476	0.26291	0.024	0.2059	0.32452
GSM1562096	0	0	0	0.00612	0	0	0.02568	0.13252	0	0.04112	0	0	0	0.02408	0.11949	0	0.04394	0.60707
GSM1562097	0	0	0	0.00182	0	0	0.03355	0	0.04812	0	0	0	0	0.08326	0.1003	0	0.22775	0.5052
GSM1562098	0	0	0.03474	0	0	0	0.13446	0	0.14664	0.00869	0	0	0	0.19697	0	0	0.07934	0.39917
GSM1562099	0	0	0	0	0	0	0	0.10936	0.13993	0.01427	0	0	0	0.18351	0.00207	0	0.12076	0.4301
GSM1562100	0	0	0	0.01348	0	0	0.06703	0.04328	0.07446	0.03084	0	0	0	0.275	0.0143	0	0.05834	0.42327
GSM1562101	0	0	0	0.00631	0	0	0.16103	0.03125	0.06018	0	0	0	0	0.06745	0	0	0.0597	0.61407
GSM1562102	0	0	0	0	0	0	0.04614	0	0.14001	0.02082	0	0	0	0.20264	0.03219	0	0.11268	0.44552
GSM1562103	0	0	0	0.00471	0	0	0.0825	0.21857	0	0	0	0	0	0.08647	0.06089	0	0.01273	0.53412
GSM1562104	0	0	0	0.00475	0	0	0.02747	0.10671	0	0.02712	0	0	0	0.05086	0.16983	0	0.14591	0.46735
GSM1562105	0.00584	0	0	0.02973	0	0	0.10431	0.07605	0	0	0	0	0	0.10733	0.02686	0	0.02614	0.62375
GSM1562106	0	0	0	0	0	0	0.04955	0.15818	0.09062	0	0	0	0	0.23933	0.08228	0	0.05827	0.32177
GSM1562107	0	0	0	0.01689	0	0	0.14251	0.23781	0	0	0	0	0	0.05963	0.08885	0	0	0.45432
GSM1562108	0	0	0	0.01239	0	0	0.02306	0.14176	0	0.02029	0	0	0	0.01188	0.09797	0	0.03563	0.65702
GSM1562109	0	0	0.00876	0.01446	0	0	0.11256	0.09316	0	0	0	0	0	0	0.14186	0	0.0478	0.5814
GSM1562110	0	0	0	0	0	0	0.1283	0.10389	0.10241	0	0	0	0	0.09168	0.03098	0	0.06527	0.47746
GSM1562111	0	0	0	0.00341	0	0	0.10233	0.23054	0	0	0	0	0	0.0805	0.05416	0	0	0.52906
GSM1562112	0	0	0	0.00643	0	0	0.03511	0.18779	0	0	0	0	0	0.1224	0.11686	0	0.0097	0.5217
GSM1562113	0	0	0	0	0	0	0	0.02381	0.23418	0.00826	0	0	0	0.17873	0.09138	0.02212	0.12358	0.31794
GSM1562114	0	0	0	0	0	0	0.03972	0.12233	0	0	0	0	0	0.25218	0	0	0.09234	0.49343
GSM1562115	0	0	0	0.01599	0	0	0.00328	0.33167	0	0	0	0	0	0	0.15031	0	0.03189	0.46685
GSM1562116	0	0	0	0.00536	0	0	0.06902	0.0992	0.0242	0	0	0	0	0.2322	0.12288	0	0.11945	0.32769
GSM1562117	0	0	0	0	0	0	0.07044	0.07902	0.07415	0.00349	0	0	0	0.30467	0.0143	0	0.07939	0.37454
GSM1562118	0	0	0	0	0	0	0.03752	0.14928	0.04804	0	0	0	0	0.1902	0.05392	0	0.10563	0.4154
GSM1562119	0	0	0	0.00081	0	0	0.06128	0.13006	0.02878	0	0	0	0	0.15805	0.07338	0	0.11382	0.4338
GSM1562120	0	0	0.00808	0	0	0	0.07857	0	0.13916	0	0.00017	0	0	0.27792	0	0	0.08991	0.40619
GSM1562121	0	0	0	0	0	0	0.03307	0.09586	0.02253	0	0	0	0	0.25572	0.12925	0.04283	0.15302	0.26772
GSM1562122	0	0	0.00854	0	0	0	0.04074	0.08412	0.09925	0	0	0	0	0.28702	0.0813	0	0.08904	0.30999
GSM1562123	0	0	0.00493	0	0	0	0.0151	0.10011	0.07927	0	0	0	0	0.25306	0.04822	0	0.14379	0.35553
GSM1562124	0	0	0	0	0	0	0	0.21281	0	0.03395	0	0	0	0.07029	0.09119	0	0.09333	0.49843
GSM1562125	0	0	0	0	0	0	0.08036	0	0.16291	0	0	0	0	0.29607	0.04724	0	0.0827	0.33072
GSM1562126	0	0	0	0	0	0	0.06777	0	0.16736	0	0	0	0.02661	0.12211	0.03195	0	0.15092	0.43328
GSM1562127	0	0	0	0.01021	0	0	0.05026	0.08584	0.0101	0	0	0	0	0.05012	0.10474	0	0.06601	0.62272
GSM1562128	0.00231	0	0	0.02827	0	0	0.12198	0.16679	0	0	0	0	0	0.04944	0.19393	0	0	0.43728
GSM1562129	0	0	0.00851	0	0	0	0.01931	0.1749	0.02697	0	0	0	0	0.18342	0.10809	0	0.03372	0.44507
GSM1562130	0	0	0	3.00E-04	0	0	4.00E-05	0.16932	0	0.00781	0	0	0	0.03938	0.15902	0	0.06733	0.5568
GSM1562131	0	0	0	0	0	0	0.07543	0.04716	0.08165	0	0.01677	0	0.00247	0.05912	0.07498	0	0.12658	0.51584
GSM1562132	0	0	0	0.00171	0	0	0.00152	0.13907	0	0.04952	0	0	0	0.05525	0.04095	0	0.05128	0.66069
GSM1562133	0	0	0	0.00501	0	0	0.04375	0.07557	0.08946	0	0	0	0	0.17037	0.05132	0	0.09077	0.47374
GSM1562134	0	0	0	0.0032	0	0	0.0942	0.11043	0.05881	0	0	0	0	0.16494	0.03916	0	0.03463	0.49463
GSM1562135	0	0	0	0	0	0	0.02795	0	0.18117	0	0	0	0.0572	0.12717	0	0	0.07615	0.53037
GSM1562136	0	0	0	0	0	0	0	0.15519	0	0	0	0	0	0.14374	0.14885	0	0.1003	0.45193
GSM1562137	0	0	0	0	0	0	0.02754	0.0995	0.06889	0.031	0	0	0	0.12278	0.03367	0	0.06181	0.55482
GSM1562138	0	0	0	0.0017	0	0	0.00732	0.11472	0	0.05382	0	0	0	0	0.14978	0	0.04262	0.63005
GSM1562139	0	0	0	4.00E-04	0	0	0.04715	0.17587	0.02222	0.02736	0	0	0	0.13687	0.05299	0	0.07559	0.46155
