geo	B_cells_naive	B_cells_memory	Plasma_cells	T_cells_CD8	T_cells_CD4_naive	T_cells_CD4_memory_resting	T_cells_CD4_memory_activated	T_cells_follicular_helper	T_cells_regulatory_Tregs	T_cells_gamma_delta	NK_cells_resting	NK_cells_activated	Monocytes	Macrophages_M0	Macrophages_M1	Macrophages_M2	Dendritic_cells_resting	Dendritic_cells_activated	Mast_cells_resting	Mast_cells_activated	Eosinophils	Neutrophils
GSM1562046	0	0.05109	0	0	0.04615	0	0	0	0	0	0.11392	0	0.17075	0.04209	0	0	0	0	0	0	0	0.576
GSM1562047	0.05844	0.01239	0	0.04374	0.17638	0	0	0	0	0	0.09837	0	0.12923	0.0629	0	0	0	0	0	0	0	0.41856
GSM1562048	0.0212	0	0	0.06575	0.07972	0	0	0	0	0	0.10485	0	0.16161	0.08195	0	0	0	0	0	0	0	0.48493
GSM1562049	0	0.0358	0	0	0.11589	0	0	0	0	0	0.09007	0	0.22968	0.07874	0	0	0	0	0.01139	0	0	0.43844
GSM1562050	0	0	0	0	0	0	0	0	0	0	0.14791	0	0.18292	0.11017	0	0	0	0	0.07401	0	0	0.48499
GSM1562051	0.01531	0	0	0	0	0	0	0	0	0.07927	0.04357	0	0.09536	0.26709	0	0	0	0	0	0	0	0.49939
GSM1562052	0	0.03837	0.01322	0.10318	0.08982	0	0	0	0	0	0.08998	0	0.20745	0.00766	0	0	0	0	0	0	0	0.45031
GSM1562053	0.00257	0	0.03767	0	0.00924	0	0	0	0	0.09326	0	0	0.04124	0.03844	0	0.02322	0	0	0	0	0	0.75436
GSM1562054	0	0	0.00511	0.04698	0.03403	0	0	0	0	0.02192	0.06953	0	0.09081	0.0049	0	0	0	0	0	0	0	0.72672
GSM1562055	0	0	0	0	0	0	0	0	0	0.08498	0.0234	0	0.13359	0.23016	0	0	0	0	0.002	0	0	0.52585
GSM1562056	0	0	0.04273	0	0.09856	0	0	0	0	0.00237	0.15613	0	0.06864	0.0042	0.00071	0	0	0.01354	0	0	0	0.61312
GSM1562057	0	0.02373	0.00365	0	0.00038	0	0	0	0	0	0.13152	0	0.19658	0.03663	0	0	0	0	0	0	0	0.60752
GSM1562058	0	0.01761	0	0.17449	0.04297	0	0	0	0	0	0.17851	0	0.12541	0.09111	0	0	0	0	0	0	0	0.36989
GSM1562059	0.01139	0.00325	0	0	0.06084	0	0	0	0	0.0184	0.0701	0	0.31948	0.06084	0	0	0	0	0	0	0	0.4557
GSM1562060	0.05161	0.02406	0	0	0.00632	0	0	0	0	0.08504	0.04327	0	0.21352	0.06792	0	0	0	0	0	0	0	0.50825
GSM1562061	0	0	0	0.03082	0.03335	0	0	0	0	0.0784	0.03756	0	0.25974	0.04829	0	0	0	0	0	0	0	0.51184
GSM1562062	0	0.02463	0	0.06252	0.1494	0	0	0	0	0	0.1233	0	0.16858	0.03479	0	0	0	0	0	0	0	0.43678
GSM1562063	0.01862	0	0	0	0.05281	0	0	0	0	0.06267	0.03235	0	0.22413	0.24574	0	0	0	0	0	0	0	0.36369
GSM1562064	0	0.03642	0	0.19001	0.15233	0	0	0	0	0	0.10989	0	0.17091	0.00603	0	0	0	0	0	0	0	0.3344
GSM1562065	0.03407	0	0.01959	0.1491	0.09113	0	0	0	0	0	0.13578	0	0	0.02525	0	0.0184	0	0	0	0	0	0.52668
GSM1562066	0.00321	0.00944	0	0	0	0	0	0	0	0	0.09009	0	0.19637	0.11492	0	0	0	0	0	0	0	0.58597
GSM1562067	0.01128	0.03788	0	0.00439	0.08262	0	0	0	0	0.01715	0.05778	0	0.25035	0.05786	0	0	0	0	0	0	0	0.4807
GSM1562068	0	0.01686	0	0.15037	0.17771	0	0	0	0	0	0.1007	0	0.19849	0	0	0	0	0	0	0	0	0.35587
GSM1562069	0	0.02432	0	0.06393	0.13137	0	0	0	0	0	0.12419	0	0.26696	0	0	0	0	0	0	0	0	0.38923
GSM1562070	0	0.05102	0	0.08105	0.17021	0	0	0	0	0	0.1001	0	0.17515	0	0	0	0	0	0	0	0	0.42246
GSM1562071	0	0.00862	0	0.01707	0.08923	0	0	0	0	0	0.16862	0	0.11984	0.02867	0.00093	0	0	0.0131	0	0	0	0.55392
GSM1562072	0	0.05397	0.0112	0.04278	0.11828	0	0	0	0	0	0.07537	0	0.34909	0.03555	0	0	0	0	0	0	0	0.31376
GSM1562073	0	0.03718	0	0.00549	0.19407	0	0	0	0	0	0.11111	0	0.2061	0	0	0	0	0.01989	0	0	0	0.42616
GSM1562074	0	0	0	0	0.06448	0	0	0	0	0.05275	0.05345	0	0.24586	0.06439	0	0	0	0	0	0	0	0.51907
GSM1562075	0	0.02942	0	0.02441	0.08422	0	0	0	0	0.0128	0.0443	0	0.28397	0	0	0	0	0	0	0	0	0.52089
GSM1562076	0	0.00927	0	0.055	0.17587	0	0	0	0	0	0.04871	0	0.1794	0.03172	0	0.00376	0	0	0	0	0	0.49627
GSM1562077	0	0.0765	0	0.13464	0.28696	0	0	0	0	0	0.08724	0	0.15909	0	0	0	0	0.00075	0	0	0	0.25483
GSM1562078	0.0023	0	0.00578	0.02337	0.03597	0	0	0	0	0	0.05119	0	0.27492	0.07257	0	0	0	0	3.00E-04	0	0	0.5336
GSM1562079	0.01533	0.00796	0	0	0	0	0	0	0	0.06512	0.04597	0	0.21473	0.02127	0	0	0	0	0	0	0	0.62962
GSM1562080	0.01272	0.03017	0.00771	0.04522	0.12171	0	0	0	0	0.00968	0.03657	0	0.23501	0	0	0	0	0	0	0	0	0.50121
GSM1562081	0	0.01919	0	0.04063	0.17854	0	0	0	0	0	0.09582	0	0.19688	0.05207	0	0	0	0	0	0	0	0.41688
GSM1562082	0.00568	0.05333	0	0.03098	0.11083	0	0	0	0	0	0.05066	0	0.26318	0	0.01636	0	0	0.02672	0	0	0	0.44227
GSM1562083	0	0.03007	0	0.103	0.09775	0	0	0	0	0	0.0409	0	0.23981	0.00912	0	0	0	0	0	0	0	0.47934
GSM1562084	0	0.01969	0	0.07665	0.09769	0	0	0	0	0	0.12555	0	0.30483	0.04001	0	0	0	0	0	0	0	0.33558
GSM1562085	0.01906	0	0	0	0.00296	0	0	0	0	0.04877	0.05787	0	0.21131	0.22749	0	0	0	0	0	0	0	0.43255
GSM1562086	0.01156	0.02785	0	0	0.03379	0	0	0	0	0.05018	0	0	0.32229	0.06322	0	0	0	0	0	0	0	0.49111
GSM1562087	0	0.07578	0	0.14971	0.21832	0	0	0	0	0	0.09618	0	0.18149	0.01978	0	0	0	0	0	0	0	0.25873
GSM1562088	0.02222	0	0	0.03896	0	0	0	0	0	0.09603	0.06797	0	0.20876	0.1153	0	0	0	0	0	0	0	0.45077
GSM1562089	0.04102	0	0	0.05978	0.07468	0	0	0	0	0	0.1175	0	0.10998	0.1069	0	0	0	0	0	0	0	0.49013
GSM1562090	0.01542	0.03205	0	0.04461	0.07596	0	0	0	0	0	0.13206	0	0.13792	0	0	0	0	0.02522	0	0	0	0.53677
GSM1562091	0	0	0.00138	0.04444	0.13945	0	0	0	0	0	0.06463	0	0.21288	0	0	0	0	0	0	0	0	0.53722
GSM1562092	0.01903	0	0.00221	0	0.12808	0	0	0	0	0.01336	0.08912	0	0.11634	0.06642	0	0	0	0	0	0	0	0.56545
GSM1562093	0	0.08098	0	0	0.03381	0	0	0	0	0	0.04884	0	0.19583	0.01661	0	0.02565	0	0	0	0	0	0.59827
GSM1562094	0	0.02174	0	0.03201	0.11175	0	0	0	0	0	0.12418	0	0.16744	0	0	0	0	0	0	0	0	0.54288
GSM1562095	0	0	0	0.23042	0	0	0	0	0	0	0.27475	0	0.13436	0.03202	0	0	0	0	0	0	0	0.32845
GSM1562096	0.02145	0	0	0	0	0	0	0	0	0.04251	0.04379	0	0.15851	0.22287	0	0	0	0	0.00314	0	0	0.50772
GSM1562097	0.01092	0	0	0.09615	7.00E-05	0	0	0	0	0	0.27367	0	0.03359	0.09715	0	0	0	0	0	0	0	0.48845
GSM1562098	0	0.02099	0.01323	0.07355	0.10448	0	0	0	0	0	0.04843	0	0.21128	0	0.00065	0	0.00624	0.00445	0	0	0	0.5167
GSM1562099	0	0.07402	0	0	0.11214	0	0	0	0	0	0.12024	0	0.21787	0.03471	0	0	0	0	0	0	0	0.44103
GSM1562100	0	0.03115	0	0.03188	0.18116	0	0	0	0	0	0.0512	0	0.19581	0.10909	0	0	0.00636	0	0	0	0	0.39335
GSM1562101	0	0.0163	0.01078	0	0.02293	0	0	0	0	0.03917	0.05677	0	0.08198	0.04055	0	0.01719	0	0	0	0	0	0.71433
GSM1562102	0	0.03477	0	0.11324	0.05603	0	0	0	0	0	0.11417	0	0.17032	0.06298	0	0	0	0	0	0	0	0.44848
GSM1562103	0.01996	0.00466	0	0.01205	0.07164	0	0	0	0	0.0337	0.03183	0	0.25377	0.0682	0	0	0	0	0	0	0	0.50419
GSM1562104	0.00398	0	0	0.01103	0.06716	0	0	0	0	0	0.21254	0	0.08804	0.19189	0	0	0	0	0.00032	0.01665	0	0.40838
GSM1562105	0.02987	0	0.02258	0	0.02625	0	0	0	0	0.05442	0	0	0.09664	0.06563	0	0.0454	0	0	0	0	0	0.6592
GSM1562106	0	0.03173	0	0.09773	0.18773	0	0	0	0	0	0.07347	0	0.27708	0	0.00622	0	0	0.00431	0	0	0	0.32174
GSM1562107	0	0.00391	0	0.02111	0.02571	0	0	0	0	0.06502	0	0	0.34471	0.03103	0	0	0	0	0	0	0	0.5085
GSM1562108	0.01109	0	0	0	0	0	0	0	0	0.08731	0.01534	0	0.11391	0.21336	0	0	0	0	0	0	0	0.55899
GSM1562109	0	0	0	0.05712	0	0	0	0	0	0.04449	0.06363	0	0.14121	0.09846	0	0	0	0	0	0	0	0.59509
GSM1562110	0.03382	0	0	0.07518	0.00206	0	0	0	0	0	0.08552	0	0.20087	0.02674	0	0	0	0	0	0	0	0.5758
GSM1562111	9.00E-05	0	0	0	0.0505	0	0	0	0	0.06021	0	0	0.23134	0.07143	0	0	0	0	0	0	0	0.58643
GSM1562112	0	0.05889	0	0.02708	0.08639	0	0	0	0	0	0.04764	0	0.18301	0.08556	0	0	0	0	0.00127	0	0	0.51016
GSM1562113	0.01973	0.02702	0	0.14688	0.04625	0	0	0	0	0	0.17483	0	0.18274	0	0.00032	0	0	0.00639	0	0	0	0.39584
GSM1562114	0.03338	0.01527	0.01257	0	0.17711	0	0	0	0	0	0.07467	0	0.14857	0.03292	0	0	0	0	0	0	0	0.50551
GSM1562115	0.01628	0	0	0	0.00757	0	0	0	0	0.08151	0.01738	0	0.29915	0.12096	0	0	0	0	0	0.052	0	0.40515
GSM1562116	0	0.03429	0	0.1277	0.16038	0	0	0	0	0	0.154	0	0.18439	0.02321	0	0	0	0	0	0	0	0.31603
GSM1562117	0.02275	0.05444	0.00088	0.05987	0.21052	0	0	0	0	0	0.06776	0	0.19351	0.01056	0	0	0	0	0	0	0	0.37971
GSM1562118	0	0	0	0.10372	0.13212	0	0	0	0	0	0.09014	0	0.22037	0	0	0	0	0	0	0	0	0.45366
GSM1562119	0	0.00087	0	0.08535	0.08725	0	0	0	0	0	0.14352	0	0.22486	0.00619	0	0	0	0	0	0	0	0.45197
GSM1562120	0.01164	0.04993	0	0.0739	0.16218	0	0	0	0	0	0.08611	0	0.17587	0	0	0	0	0.0101	0	0	0	0.43027
GSM1562121	0	0.00359	0	0.20802	0.15722	0	0	0	0	0	0.18591	0	0.17748	0.00677	0	0	0	0	0	0	0	0.261
GSM1562122	0	0.00297	0	0.10052	0.27178	0	0	0	0	0	0.09905	0	0.19571	0	0.00688	0	0	0.01406	0	0	0	0.30902
GSM1562123	0.03713	0	0	0.04206	0.20785	0	0	0	0	0	0.14568	0	0.17687	0	0	0	0	0	0	0	0	0.3904
GSM1562124	0.02203	0	0	0	0.01883	0	0	0	0	0.06955	0.06773	0	0.16432	0.13046	0	0	0	0	0	0	0	0.52706
GSM1562125	0	0.04258	0.01222	0.14027	0.19981	0	0	0	0	0	0.0631	0	0.17684	0	0	0	0	0	0	0	0	0.36518
GSM1562126	0.00844	0.04928	0	0.03512	0.07349	0	0	0	0	0	0.16085	0	0.14191	0	0.01117	0	0	0.03448	0	0	0	0.48525
GSM1562127	0.01329	0	0.0029	0	0.00876	0	0	0	0	0	0.1215	0	0.06403	0.06006	0	0.01377	0	0	0.02003	0	0	0.69565
GSM1562128	0.04737	0.00516	0	0	0.02954	0	0	0	0	0.08734	0.03272	0	0.19611	0.2316	0	0	0	0	0.0298	0	0	0.34036
GSM1562129	0.02554	0.01922	0	0.0493	0.12742	0	0	0	0	0.0203	0.05915	0	0.19119	0.07474	0	0	0	0	0	0	0	0.43315
GSM1562130	0.03403	0	0	0	0.00028	0	0	0	0	0.08055	0.06644	0	0.14753	0.18891	0	0	0	0	0	0	0	0.48226
GSM1562131	0	0.01861	0	0.05535	0.03156	0	0	0	0	0	0.17804	0	0.14918	0	0	0	0	0.0129	0	0	0	0.55436
GSM1562132	0.02249	0	0	0	0	0	0	0	0	0.05641	0.00753	0	0.16166	0.20882	0	0	0	0	0.00515	0	0	0.53793
GSM1562133	0	0.00627	0	0.09492	0.0488	0	0	0	0	0	0.09436	0	0.22648	0.0309	0	0	0	0	0	0	0	0.49828
GSM1562134	0.03794	0	0	0	0.10963	0	0	0	0	0.08005	9.00E-05	0	0.14068	0.08134	0	0	0	0	0	0	0	0.55026
GSM1562135	0.06341	0.01051	0	0	0.03345	0	0	0	0	0.03439	0.05729	0	0.13221	0	0.00435	0	0	0.07551	0	0	0	0.58889
GSM1562136	0.02588	0	0	0.12922	0.09412	0	0	0	0	0	0.10996	0	0.15488	0.03174	0	0	0	0	0	0	0	0.4542
GSM1562137	0.02752	0	0	0	0.04888	0	0	0	0	0.05423	0.04253	0	0.15348	0.14846	0	0	0	0	0	0	0	0.5249
GSM1562138	0.00176	0	0	0	0	0	0	0	0	0.07654	0.01693	0	0.10724	0.28234	0	0	0	0	0.00572	0	0	0.50947
GSM1562139	0.00096	0	0	0	0.06904	0	0	0	0	0.06665	0.07171	0	0.14226	0.12174	0	0	0	0	0	0	0	0.52764
