a	affy_hugene_1_0_st_v1	ensembl_gene_id	gene_biotype	external_gene_name
5853	7904209	ENSG00000239984	misc_RNA	RN7SL420P
9917	7904211	ENSG00000173218	protein_coding	VANGL1
10053	7904226	ENSG00000163393	protein_coding	SLC22A15
10055	7904244	ENSG00000173212	protein_coding	MAB21L3
5484	7904252	ENSG00000221040	snoRNA	AL355538.1
10152	7904254	ENSG00000163399	protein_coding	ATP1A1
10415	7904281	ENSG00000203864	lncRNA	LINC02868
10421	7904287	ENSG00000116824	protein_coding	CD2
10375	7904293	ENSG00000134247	protein_coding	PTGFRN
10422	7904303	ENSG00000134256	protein_coding	CD101
10504	7904314	ENSG00000116830	protein_coding	TTF2
10703	7904340	ENSG00000198162	protein_coding	MAN1A2
10762	7904361	ENSG00000183508	protein_coding	TENT5C
10836	7904364	ENSG00000065183	protein_coding	WDR3
6039	7904396	ENSG00000116882	protein_coding	HAO2
6057	7904408	ENSG00000203859	protein_coding	HSD3B2
6056	7904414	ENSG00000203858	unprocessed_pseudogene	HSD3BP2
6146	7904414	ENSG00000203857	protein_coding	HSD3B1
6055	7904417	ENSG00000187481	unprocessed_pseudogene	HSD3BP1
6145	7904421	ENSG00000203857	protein_coding	HSD3B1
6164	7904429	ENSG00000203855	unprocessed_pseudogene	HSD3BP4
6165	7904431	ENSG00000198857	transcribed_unprocessed_pseudogene	HSD3BP5
6502	7904433	ENSG00000092621	protein_coding	PHGDH
6759	7904448	ENSG00000227205	processed_pseudogene	PFN1P9
7821	7904452	ENSG00000196550	protein_coding	FAM72A
9216	7904452	ENSG00000188610	protein_coding	FAM72B
9473	7904452	ENSG00000263513	protein_coding	FAM72C
9694	7904452	ENSG00000215784	protein_coding	FAM72D
9206	7904463	ENSG00000213244	unprocessed_pseudogene	H3P4
9118	7904465	ENSG00000203814	protein_coding	H2BC18
9149	7904465	ENSG00000223345	transcribed_unprocessed_pseudogene	H2BP1
7827	7904469	ENSG00000266028	protein_coding	SRGAP2
9219	7904469	ENSG00000171943	protein_coding	SRGAP2C
9481	7904469	ENSG00000270872	unprocessed_pseudogene	SRGAP2D
9599	7904469	ENSG00000196369	protein_coding	SRGAP2B
5184	7904478	ENSG00000278704	protein_coding	BX004987.1
9886	7904478	ENSG00000280043	TEC	AC118282.4
9927	7904478	ENSG00000251630	processed_pseudogene	AC119751.6
10527	7904478	ENSG00000225016	processed_pseudogene	LINC00328-2P
10833	7904478	ENSG00000282536	processed_pseudogene	LINC00328-2P
7826	7904482	ENSG00000266028	protein_coding	SRGAP2
9218	7904482	ENSG00000171943	protein_coding	SRGAP2C
9598	7904482	ENSG00000196369	protein_coding	SRGAP2B
5201	7904572	ENSG00000275291	snRNA	RNVU1-26
5257	7904572	ENSG00000201699	snRNA	RNVU1-24
5314	7904572	ENSG00000273990	snRNA	RNVU1-26
5539	7904572	ENSG00000274428	snRNA	RNVU1-25
5580	7904572	ENSG00000273727	snRNA	FP325311.1
6890	7904574	ENSG00000271425	protein_coding	NBPF10
6966	7904574	ENSG00000269713	protein_coding	NBPF9
7015	7904574	ENSG00000219481	protein_coding	NBPF1
7055	7904574	ENSG00000268043	protein_coding	NBPF12
7169	7904574	ENSG00000286185	protein_coding	AC242842.3
7178	7904574	ENSG00000271383	protein_coding	NBPF19
9040	7904574	ENSG00000270231	transcribed_unprocessed_pseudogene	NBPF8
9080	7904574	ENSG00000273136	protein_coding	NBPF26
9583	7904574	ENSG00000266338	protein_coding	NBPF15
10028	7904574	ENSG00000263956	protein_coding	NBPF11
10323	7904574	ENSG00000162825	protein_coding	NBPF20
10531	7904574	ENSG00000270629	protein_coding	NBPF14
10695	7904574	ENSG00000272150	transcribed_unprocessed_pseudogene	NBPF25P
5639	7904691	ENSG00000273694	snRNA	AC241952.1
5678	7904691	ENSG00000222788	snRNA	RNU2-38P
7161	7904695	ENSG00000274423	unprocessed_pseudogene	SEC22B2P
9001	7904695	ENSG00000265808	protein_coding	SEC22B
10584	7904695	ENSG00000275140	unprocessed_pseudogene	SEC22B3P
6896	7904702	ENSG00000271425	protein_coding	NBPF10
6910	7904702	ENSG00000264343	protein_coding	NOTCH2NLA
7175	7904702	ENSG00000286219	protein_coding	NOTCH2NLC
8911	7904702	ENSG00000134250	protein_coding	NOTCH2
10528	7904702	ENSG00000286019	protein_coding	NOTCH2NLB
10537	7904702	ENSG00000270629	protein_coding	NBPF14
5679	7904715	ENSG00000201558	snRNA	RNVU1-6
6787	7904715	ENSG00000287190	lncRNA	AC239799.2
6751	7904717	ENSG00000168509	protein_coding	HJV
6253	7904726	ENSG00000265972	protein_coding	TXNIP
6109	7904737	ENSG00000272031	protein_coding	ANKRD34A
6110	7904742	ENSG00000272031	protein_coding	ANKRD34A
6112	7904742	ENSG00000271601	protein_coding	LIX1L
6073	7904751	ENSG00000265241	protein_coding	RBM8A
6072	7904755	ENSG00000265241	protein_coding	RBM8A
6099	7904755	ENSG00000131779	protein_coding	PEX11B
6054	7904761	ENSG00000143127	protein_coding	ITGA10
6025	7904796	ENSG00000198483	protein_coding	ANKRD35
8829	7904812	ENSG00000131788	protein_coding	PIAS3
8717	7904830	ENSG00000265491	protein_coding	RNF115
8692	7904843	ENSG00000174827	protein_coding	PDZK1
9892	7904843	ENSG00000215859	transcribed_unprocessed_pseudogene	PDZK1P1
5671	7904879	ENSG00000201142	snRNA	RNU1-151P
6813	7904881	ENSG00000167004	protein_coding	PDIA3
7286	7904881	ENSG00000180867	transcribed_processed_pseudogene	PDIA3P1
7187	7904883	ENSG00000131778	protein_coding	CHD1L
7287	7904883	ENSG00000237188	lncRNA	AC242426.2
9468	7904907	ENSG00000116128	protein_coding	BCL9
5301	7904921	ENSG00000277762	misc_RNA	RN7SL261P
9709	7904923	ENSG00000223728	processed_pseudogene	AC239801.1
9711	7904927	ENSG00000121634	protein_coding	GJA8
9815	7904930	ENSG00000188092	protein_coding	GPR89B
10844	7904930	ENSG00000117262	protein_coding	GPR89A
7750	7904948	ENSG00000129968	protein_coding	ABHD17A
8781	7904948	ENSG00000226981	unprocessed_pseudogene	ABHD17AP6
8820	7904948	ENSG00000250536	unprocessed_pseudogene	ABHD17AP3
8847	7904948	ENSG00000229107	processed_pseudogene	ABHD17AP4
8942	7904948	ENSG00000263366	processed_pseudogene	ABHD17AP5
10042	7904948	ENSG00000198658	unprocessed_pseudogene	ABHD17AP1
5744	7904951	ENSG00000274408	rRNA	RNA5SP536
5795	7904951	ENSG00000238765	rRNA_pseudogene	RNA5SP57
5842	7904953	ENSG00000199879	snRNA	RNVU1-22
5493	7904963	ENSG00000201183	snRNA	RNVU1-3
5366	7904967	ENSG00000275538	snRNA	RNVU1-19
9139	7904967	ENSG00000287979	lncRNA	AC253572.2
6760	7904974	ENSG00000227205	processed_pseudogene	PFN1P9
7090	7904974	ENSG00000244371	processed_pseudogene	PFN1P8
9037	7904974	ENSG00000270392	transcribed_processed_pseudogene	PFN1P2
9578	7904974	ENSG00000227212	processed_pseudogene	PFN1P6
10025	7904974	ENSG00000225080	processed_pseudogene	PFN1P4
10490	7904974	ENSG00000234367	processed_pseudogene	PFN1P3
5523	7904976	ENSG00000271254	protein_coding	AC240274.1
6892	7904976	ENSG00000271425	protein_coding	NBPF10
6968	7904976	ENSG00000269713	protein_coding	NBPF9
7017	7904976	ENSG00000219481	protein_coding	NBPF1
7057	7904976	ENSG00000268043	protein_coding	NBPF12
7171	7904976	ENSG00000286185	protein_coding	AC242842.3
7180	7904976	ENSG00000271383	protein_coding	NBPF19
9042	7904976	ENSG00000270231	transcribed_unprocessed_pseudogene	NBPF8
9082	7904976	ENSG00000273136	protein_coding	NBPF26
9585	7904976	ENSG00000266338	protein_coding	NBPF15
10030	7904976	ENSG00000263956	protein_coding	NBPF11
10325	7904976	ENSG00000162825	protein_coding	NBPF20
10533	7904976	ENSG00000270629	protein_coding	NBPF14
10697	7904976	ENSG00000272150	transcribed_unprocessed_pseudogene	NBPF25P
5520	7904999	ENSG00000271254	protein_coding	AC240274.1
6888	7904999	ENSG00000271425	protein_coding	NBPF10
6964	7904999	ENSG00000269713	protein_coding	NBPF9
7013	7904999	ENSG00000219481	protein_coding	NBPF1
7053	7904999	ENSG00000268043	protein_coding	NBPF12
7167	7904999	ENSG00000286185	protein_coding	AC242842.3
7176	7904999	ENSG00000271383	protein_coding	NBPF19
9038	7904999	ENSG00000270231	transcribed_unprocessed_pseudogene	NBPF8
9078	7904999	ENSG00000273136	protein_coding	NBPF26
9581	7904999	ENSG00000266338	protein_coding	NBPF15
10026	7904999	ENSG00000263956	protein_coding	NBPF11
10321	7904999	ENSG00000162825	protein_coding	NBPF20
10529	7904999	ENSG00000270629	protein_coding	NBPF14
10693	7904999	ENSG00000272150	transcribed_unprocessed_pseudogene	NBPF25P
7259	7905020	ENSG00000184303	processed_pseudogene	DRD5P1
7270	7905020	ENSG00000230572	transcribed_unprocessed_pseudogene	AC027612.2
9327	7905020	ENSG00000264145	processed_pseudogene	AC239859.3
9491	7905020	ENSG00000175658	processed_pseudogene	DRD5P2
9493	7905020	ENSG00000276756	transcribed_unprocessed_pseudogene	AC245595.1
7260	7905025	ENSG00000184303	processed_pseudogene	DRD5P1
7271	7905025	ENSG00000230572	transcribed_unprocessed_pseudogene	AC027612.2
9328	7905025	ENSG00000264145	processed_pseudogene	AC239859.3
9492	7905025	ENSG00000175658	processed_pseudogene	DRD5P2
9494	7905025	ENSG00000276756	transcribed_unprocessed_pseudogene	AC245595.1
10502	7905025	ENSG00000169676	protein_coding	DRD5
6449	7905028	ENSG00000130592	protein_coding	LSP1
7039	7905028	ENSG00000283196	transcribed_unprocessed_pseudogene	AC006453.3
7245	7905028	ENSG00000143429	transcribed_unprocessed_pseudogene	LSP1P4
9326	7905028	ENSG00000277702	unprocessed_pseudogene	AC239859.5
9489	7905028	ENSG00000232527	lncRNA	LINC02802
11106	7905028	ENSG00000288199	protein_coding	LSP1
9145	7905043	ENSG00000226067	lncRNA	LINC00623
9369	7905043	ENSG00000263590	lncRNA	LINC02591
9696	7905043	ENSG00000272419	transcribed_unprocessed_pseudogene	LINC01145
9121	7905060	ENSG00000150337	protein_coding	FCGR1A
9152	7905060	ENSG00000198019	protein_coding	FCGR1B
9392	7905060	ENSG00000265531	unprocessed_pseudogene	FCGR1CP
9250	7905077	ENSG00000220323	transcribed_unprocessed_pseudogene	H2BC19P
9282	7905088	ENSG00000184260	protein_coding	H2AC20
9283	7905088	ENSG00000178096	protein_coding	BOLA1
9284	7905092	ENSG00000178096	protein_coding	BOLA1
9510	7905099	ENSG00000136631	protein_coding	VPS45
9737	7905116	ENSG00000023902	protein_coding	PLEKHO1
5335	7905127	ENSG00000266187	misc_RNA	RN7SL480P
5617	7905129	ENSG00000222222	snRNA	RNU2-17P
9920	7905131	ENSG00000118298	protein_coding	CA14
9921	7905145	ENSG00000118298	protein_coding	CA14
10148	7905147	ENSG00000118292	protein_coding	C1orf54
10452	7905154	ENSG00000159208	protein_coding	CIART
10460	7905163	ENSG00000266472	protein_coding	MRPS21
10623	7905171	ENSG00000117360	protein_coding	PRPF3
10749	7905185	ENSG00000163125	protein_coding	RPRD2
8721	7905198	ENSG00000143374	protein_coding	TARS2
6138	7905220	ENSG00000143369	protein_coding	ECM1
8722	7905220	ENSG00000143374	protein_coding	TARS2
5781	7905233	ENSG00000264553	miRNA	MIR4257
6201	7905233	ENSG00000143382	protein_coding	ADAMTSL4
5778	7905254	ENSG00000206931	snRNA	RNU6-1042P
9830	7905256	ENSG00000229357	processed_pseudogene	CYCSP51
10082	7905258	ENSG00000143379	protein_coding	SETDB1
10712	7905283	ENSG00000143412	protein_coding	ANXA9
10268	7905299	ENSG00000143363	protein_coding	PRUNE1
10519	7905308	ENSG00000163141	protein_coding	BNIPL
10520	7905324	ENSG00000163141	protein_coding	BNIPL
10594	7905324	ENSG00000143443	protein_coding	C1orf56
10598	7905329	ENSG00000213190	protein_coding	MLLT11
10649	7905339	ENSG00000143458	protein_coding	GABPB2
10816	7905349	ENSG00000163154	protein_coding	TNFAIP8L2
10802	7905355	ENSG00000163156	protein_coding	SCNM1
8833	7905365	ENSG00000143398	protein_coding	PIP5K1A
6388	7905374	ENSG00000159352	protein_coding	PSMD4
6452	7905382	ENSG00000143373	protein_coding	ZNF687
9331	7905395	ENSG00000159377	protein_coding	PSMB4
10048	7905406	ENSG00000143375	protein_coding	CGN
10309	7905428	ENSG00000143367	protein_coding	TUFT1
10433	7905444	ENSG00000143376	protein_coding	SNX27
5083	7905462	ENSG00000206635	snRNA	RNU6-1062P
10548	7905464	ENSG00000178796	protein_coding	RIIAD1
10692	7905474	ENSG00000232937	lncRNA	AL589765.2
10701	7905474	ENSG00000143450	protein_coding	OAZ3
7416	7905481	ENSG00000183586	processed_pseudogene	HMGN3P1
7516	7905483	ENSG00000186207	protein_coding	LCE5A
7526	7905486	ENSG00000169509	protein_coding	CRCT1
7531	7905490	ENSG00000244057	protein_coding	LCE3C
7532	7905492	ENSG00000187238	protein_coding	LCE3B
7534	7905500	ENSG00000187223	protein_coding	LCE2D
7535	7905503	ENSG00000187180	protein_coding	LCE2C
7537	7905505	ENSG00000159455	protein_coding	LCE2B
7538	7905507	ENSG00000187173	protein_coding	LCE2A
7539	7905510	ENSG00000187170	protein_coding	LCE4A
7540	7905512	ENSG00000198854	protein_coding	C1orf68
7545	7905515	ENSG00000203786	protein_coding	KPRP
7546	7905517	ENSG00000240386	protein_coding	LCE1F
7548	7905519	ENSG00000186226	protein_coding	LCE1E
7552	7905523	ENSG00000172155	protein_coding	LCE1D
7873	7905525	ENSG00000196734	protein_coding	LCE1B
7874	7905528	ENSG00000186844	protein_coding	LCE1A
7881	7905530	ENSG00000163206	protein_coding	SMCP
7883	7905533	ENSG00000163207	protein_coding	IVL
7917	7905536	ENSG00000184148	protein_coding	SPRR4
7918	7905544	ENSG00000169474	protein_coding	SPRR1A
7919	7905548	ENSG00000163209	protein_coding	SPRR3
7929	7905553	ENSG00000169469	protein_coding	SPRR1B
8034	7905559	ENSG00000203784	protein_coding	LELP1
8035	7905563	ENSG00000203782	protein_coding	LORICRIN
5568	7905569	ENSG00000207321	snRNA	RNU6-160P
8125	7905571	ENSG00000163220	protein_coding	S100A9
8148	7905576	ENSG00000184330	protein_coding	S100A7A
8202	7905581	ENSG00000160678	protein_coding	S100A1
8208	7905589	ENSG00000160679	protein_coding	CHTOP
8420	7905598	ENSG00000143553	protein_coding	SNAPIN
8616	7905606	ENSG00000169418	protein_coding	NPR1
5171	7905629	ENSG00000242565	misc_RNA	RN7SL372P
5255	7905629	ENSG00000275531	misc_RNA	AC217323.2
5611	7905629	ENSG00000276295	misc_RNA	AC217323.3
8676	7905631	ENSG00000143624	protein_coding	INTS3
10553	7905631	ENSG00000262826	protein_coding	INTS3
8674	7905664	ENSG00000143554	protein_coding	SLC27A3
8677	7905664	ENSG00000143624	protein_coding	INTS3
10547	7905664	ENSG00000263163	protein_coding	SLC27A3
10554	7905664	ENSG00000262826	protein_coding	INTS3
9271	7905677	ENSG00000273026	lncRNA	AL358472.3
9272	7905677	ENSG00000143578	protein_coding	CREB3L4
6819	7905691	ENSG00000240231	processed_pseudogene	RPS27P29
6953	7905691	ENSG00000237749	processed_pseudogene	AL034379.1
8414	7905691	ENSG00000236439	processed_pseudogene	AC099336.2
8843	7905691	ENSG00000237729	processed_pseudogene	AC002075.2
8937	7905691	ENSG00000234287	processed_pseudogene	AC099560.2
9052	7905691	ENSG00000244538	processed_pseudogene	AC098583.1
9506	7905691	ENSG00000227081	processed_pseudogene	AC005912.1
9729	7905691	ENSG00000177954	protein_coding	RPS27
10745	7905700	ENSG00000143569	protein_coding	UBAP2L
5079	7905731	ENSG00000201129	snoRNA	SNORA58B
10746	7905731	ENSG00000143569	protein_coding	UBAP2L
7800	7905733	ENSG00000143575	protein_coding	HAX1
10747	7905733	ENSG00000143569	protein_coding	UBAP2L
5637	7905742	ENSG00000212292	snRNA	RNU6-239P
5636	7905744	ENSG00000212292	snRNA	RNU6-239P
5723	7905744	ENSG00000222457	snRNA	RNU6-121P
7845	7905746	ENSG00000143595	protein_coding	AQP10
7872	7905754	ENSG00000143515	protein_coding	ATP8B2
7882	7905789	ENSG00000160712	protein_coding	IL6R
7982	7905801	ENSG00000163239	protein_coding	TDRD10
8226	7905817	ENSG00000160716	protein_coding	CHRNB2
9411	7905826	ENSG00000173207	protein_coding	CKS1B
9434	7905831	ENSG00000160688	protein_coding	FLAD1
9433	7905848	ENSG00000160688	protein_coding	FLAD1
9514	7905848	ENSG00000163352	protein_coding	LENEP
9535	7905854	ENSG00000160685	protein_coding	ZBTB7B
9960	7905862	ENSG00000163357	protein_coding	DCST1
9803	7905881	ENSG00000143537	protein_coding	ADAM15
7621	7905909	ENSG00000243364	protein_coding	EFNA4
9804	7905909	ENSG00000143537	protein_coding	ADAM15
7619	7905918	ENSG00000143590	protein_coding	EFNA3
7620	7905918	ENSG00000251246	protein_coding	AL691442.2
5246	7905927	ENSG00000202027	misc_RNA	AL691442.1
7707	7905929	ENSG00000169242	protein_coding	EFNA1
7708	7905938	ENSG00000169242	protein_coding	EFNA1
7740	7905938	ENSG00000169241	protein_coding	SLC50A1
7768	7905949	ENSG00000223452	processed_pseudogene	HMGN2P18
7957	7905951	ENSG00000163462	protein_coding	TRIM46
8245	7905968	ENSG00000173171	protein_coding	MTX1
8249	7905968	ENSG00000231064	lncRNA	AC234582.1
7141	7905974	ENSG00000263324	protein_coding	HCN3
8921	7905974	ENSG00000143630	protein_coding	HCN3
9536	7905986	ENSG00000160752	protein_coding	FDPS
9537	7905999	ENSG00000160752	protein_coding	FDPS
9561	7905999	ENSG00000160753	protein_coding	RUSC1
5101	7906015	ENSG00000207144	snRNA	RNU6-1297P
10049	7906017	ENSG00000237872	processed_pseudogene	POU5F1P4
6302	7906021	ENSG00000203761	unprocessed_pseudogene	MSTO2P
10114	7906021	ENSG00000125459	protein_coding	MSTO1
10091	7906041	ENSG00000132676	protein_coding	DAP3
6303	7906056	ENSG00000203761	unprocessed_pseudogene	MSTO2P
10115	7906056	ENSG00000125459	protein_coding	MSTO1
6494	7906061	ENSG00000132718	protein_coding	SYT11
7580	7906069	ENSG00000173080	protein_coding	RXFP4
8287	7906072	ENSG00000116586	protein_coding	LAMTOR2
8292	7906079	ENSG00000132698	protein_coding	RAB25
8391	7906085	ENSG00000160789	protein_coding	LMNA
8608	7906107	ENSG00000196189	protein_coding	SEMA4A
8636	7906128	ENSG00000160785	protein_coding	SLC25A44
8651	7906133	ENSG00000160783	protein_coding	PMF1
8660	7906133	ENSG00000260238	protein_coding	PMF1-BGLAP
8652	7906140	ENSG00000160783	protein_coding	PMF1
8653	7906140	ENSG00000242252	protein_coding	BGLAP
8659	7906140	ENSG00000260238	protein_coding	PMF1-BGLAP
5928	7906146	ENSG00000163472	protein_coding	TMEM79
9102	7906154	ENSG00000163467	protein_coding	TSACC
9470	7906163	ENSG00000132677	protein_coding	RHBG
9949	7906177	ENSG00000187862	protein_coding	TTC24
10051	7906185	ENSG00000163382	protein_coding	NAXE
10052	7906194	ENSG00000163382	protein_coding	NAXE
10236	7906197	ENSG00000132702	protein_coding	HAPLN2
10297	7906205	ENSG00000132692	protein_coding	BCAN
10367	7906223	ENSG00000143303	protein_coding	RRNAD1
10891	7906235	ENSG00000143294	protein_coding	PRCC
8845	7906244	ENSG00000198400	protein_coding	NTRK1
6140	7906264	ENSG00000187800	protein_coding	PEAR1
6150	7906284	ENSG00000160838	protein_coding	LRRC71
10861	7906303	ENSG00000231700	processed_pseudogene	AL356276.2
6024	7906305	ENSG00000227425	processed_pseudogene	MRPS21P2
6028	7906307	ENSG00000183853	protein_coding	KIRREL1
6064	7906330	ENSG00000158473	protein_coding	CD1D
6106	7906339	ENSG00000158477	protein_coding	CD1A
6122	7906348	ENSG00000158481	protein_coding	CD1C
6271	7906355	ENSG00000158488	protein_coding	CD1E
6383	7906365	ENSG00000173285	protein_coding	OR10K1
6419	7906367	ENSG00000198965	protein_coding	OR10R2
6418	7906370	ENSG00000198703	unprocessed_pseudogene	OR10R3P
6556	7906372	ENSG00000198967	protein_coding	OR10Z1
6622	7906374	ENSG00000180433	protein_coding	OR6K6
6682	7906377	ENSG00000163563	protein_coding	MNDA
6905	7906386	ENSG00000163564	protein_coding	PYHIN1
7091	7906400	ENSG00000163565	protein_coding	IFI16
7503	7906417	ENSG00000162706	protein_coding	CADM3
5540	7906433	ENSG00000222552	rRNA_pseudogene	RNA5SP60
7502	7906435	ENSG00000213088	protein_coding	ACKR1
7504	7906435	ENSG00000162706	protein_coding	CADM3
8975	7906443	ENSG00000179639	protein_coding	FCER1A
8982	7906452	ENSG00000196184	protein_coding	OR10J1
9034	7906458	ENSG00000132703	protein_coding	APCS
9054	7906465	ENSG00000158731	unprocessed_pseudogene	OR10J6P
9247	7906467	ENSG00000235226	processed_pseudogene	AL445528.1
9249	7906469	ENSG00000158716	protein_coding	DUSP23
9276	7906475	ENSG00000181036	protein_coding	FCRL6
9325	7906486	ENSG00000158714	protein_coding	SLAMF8
9708	7906496	ENSG00000162728	protein_coding	KCNJ9
9840	7906501	ENSG00000018625	protein_coding	ATP1A2
10059	7906527	ENSG00000132681	protein_coding	ATP1A4
10087	7906552	ENSG00000143318	protein_coding	CASQ1
10098	7906564	ENSG00000162734	protein_coding	PEA15
7671	7906574	ENSG00000235082	processed_pseudogene	SUMO1P3
7663	7906576	ENSG00000162736	protein_coding	NCSTN
8097	7906597	ENSG00000171786	protein_coding	NHLH1
8223	7906602	ENSG00000162738	protein_coding	VANGL2
8313	7906613	ENSG00000026751	protein_coding	SLAMF7
8334	7906622	ENSG00000122224	protein_coding	LY9
5911	7906642	ENSG00000162755	protein_coding	KLHDC9
5917	7906652	ENSG00000158793	protein_coding	NIT1
8970	7906662	ENSG00000143222	protein_coding	UFC1
8971	7906671	ENSG00000143222	protein_coding	UFC1
9056	7906671	ENSG00000143258	protein_coding	USP21
9057	7906688	ENSG00000143258	protein_coding	USP21
9286	7906688	ENSG00000143224	protein_coding	PPOX
9441	7906703	ENSG00000158864	protein_coding	NDUFS2
9442	7906720	ENSG00000158864	protein_coding	NDUFS2
9575	7906720	ENSG00000158869	protein_coding	FCER1G
5258	7906728	ENSG00000284035	miRNA	MIR5187
9834	7906728	ENSG00000158882	protein_coding	TOMM40L
10812	7906742	ENSG00000248485	protein_coding	PCP4L1
10927	7906746	ENSG00000143252	protein_coding	SDHC
5742	7906751	ENSG00000206921	snRNA	RNU6-481P
8702	7906751	ENSG00000288093	lncRNA	AL592295.5
8744	7906757	ENSG00000143226	protein_coding	FCGR2A
8725	7906764	ENSG00000173110	protein_coding	HSPA6
8746	7906764	ENSG00000143226	protein_coding	FCGR2A
6188	7906767	ENSG00000072694	protein_coding	FCGR2B
8734	7906767	ENSG00000244682	polymorphic_pseudogene	FCGR2C
6126	7906775	ENSG00000225217	unprocessed_pseudogene	HSPA7
8724	7906775	ENSG00000173110	protein_coding	HSPA6
8726	7906775	ENSG00000273112	lncRNA	AL590385.2
8735	7906775	ENSG00000244682	polymorphic_pseudogene	FCGR2C
8745	7906775	ENSG00000143226	protein_coding	FCGR2A
6187	7906777	ENSG00000072694	protein_coding	FCGR2B
5305	7906784	ENSG00000199595	misc_RNA	AL359541.1
6222	7906786	ENSG00000132185	protein_coding	FCRLA
7614	7906797	ENSG00000162746	protein_coding	FCRLB
5475	7906808	ENSG00000241347	misc_RNA	RN7SL466P
7622	7906810	ENSG00000081721	protein_coding	DUSP12
7635	7906819	ENSG00000118217	protein_coding	ATF6
7660	7906838	ENSG00000198929	protein_coding	NOS1AP
7691	7906852	ENSG00000152332	protein_coding	UHMK1
7819	7906863	ENSG00000117143	protein_coding	UAP1
7856	7906878	ENSG00000162733	protein_coding	DDR2
5120	7906898	ENSG00000243173	misc_RNA	RN7SL861P
7858	7906898	ENSG00000162733	protein_coding	DDR2
7857	7906900	ENSG00000162733	protein_coding	DDR2
8048	7906904	ENSG00000132196	protein_coding	HSD17B7
10663	7906904	ENSG00000099251	transcribed_unprocessed_pseudogene	HSD17B7P2
11077	7906904	ENSG00000288374	transcribed_unprocessed_pseudogene	HSD17B7P2
8185	7906919	ENSG00000117152	protein_coding	RGS4
8304	7906930	ENSG00000143228	protein_coding	NUF2
5123	7906948	ENSG00000212527	rRNA_pseudogene	RNA5SP63
5651	7906950	ENSG00000212538	snoRNA	AL358875.1
5834	7906952	ENSG00000199849	snRNA	RNU5F-6P
8515	7906954	ENSG00000185630	protein_coding	PBX1
5473	7906969	ENSG00000207082	snRNA	RNU6-171P
8672	7906973	ENSG00000162763	protein_coding	LRRC52
8602	7906978	ENSG00000143198	protein_coding	MGST3
8579	7906988	ENSG00000215838	transcribed_processed_pseudogene	AL451074.2
5903	7906993	ENSG00000230659	processed_pseudogene	AL451074.5
5906	7906995	ENSG00000143179	protein_coding	UCK2
5074	7907008	ENSG00000207341	rRNA_pseudogene	RNA5SP64
7617	7907010	ENSG00000238087	unprocessed_pseudogene	FMO8P
7657	7907012	ENSG00000215834	transcribed_unprocessed_pseudogene	FMO9P
7682	7907024	ENSG00000143157	protein_coding	POGK
7897	7907032	ENSG00000143194	protein_coding	MAEL
5102	7907049	ENSG00000200036	rRNA_pseudogene	RNA5SP65
7898	7907049	ENSG00000143194	protein_coding	MAEL
7973	7907053	ENSG00000198842	protein_coding	DUSP27
8255	7907058	ENSG00000143190	protein_coding	POU2F1
8342	7907079	ENSG00000198771	protein_coding	RCSD1
8343	7907090	ENSG00000198771	protein_coding	RCSD1
8369	7907092	ENSG00000197965	protein_coding	MPZL1
5935	7907104	ENSG00000143164	protein_coding	DCAF6
5950	7907124	ENSG00000143155	protein_coding	TIPRL
5952	7907135	ENSG00000213064	protein_coding	SFT2D2
5955	7907146	ENSG00000143178	protein_coding	TBX19
5964	7907156	ENSG00000143184	protein_coding	XCL1
5972	7907160	ENSG00000143153	protein_coding	ATP1B1
5971	7907171	ENSG00000117475	protein_coding	BLZF1
10854	7907183	ENSG00000000460	protein_coding	C1orf112
5515	7907211	ENSG00000239494	misc_RNA	RN7SL333P
6202	7907213	ENSG00000120370	protein_coding	GORAB
6285	7907222	ENSG00000116132	protein_coding	PRRX1
6330	7907232	ENSG00000117501	protein_coding	MROH9
6325	7907249	ENSG00000007933	protein_coding	FMO3
6323	7907260	ENSG00000117507	transcribed_unitary_pseudogene	FMO6P
6331	7907271	ENSG00000094963	protein_coding	FMO2
6316	7907286	ENSG00000010932	protein_coding	FMO1
6752	7907297	ENSG00000076258	protein_coding	FMO4
6937	7907310	ENSG00000117523	protein_coding	PRRC2C
7594	7907351	ENSG00000236741	processed_pseudogene	Z98751.2
7644	7907353	ENSG00000010165	protein_coding	EEF1AKNMT
7645	7907368	ENSG00000010165	protein_coding	EEF1AKNMT
7863	7907370	ENSG00000197959	protein_coding	DNM3
5545	7907394	ENSG00000206684	snRNA	RNU6-157P
7887	7907396	ENSG00000180999	protein_coding	C1orf105
8093	7907404	ENSG00000094975	protein_coding	SUCO
8159	7907430	ENSG00000117560	protein_coding	FASLG
8192	7907439	ENSG00000117592	protein_coding	PRDX6
8378	7907445	ENSG00000076321	protein_coding	KLHL20
5458	7907462	ENSG00000200674	misc_RNA	RN7SKP160
5593	7907464	ENSG00000252357	misc_RNA	AL109921.1
8421	7907466	ENSG00000117593	protein_coding	DARS2
8419	7907486	ENSG00000185278	protein_coding	ZBTB37
7840	7907531	ENSG00000203737	protein_coding	GPR52
5270	7907535	ENSG00000252552	snRNA	RNU6-307P
7824	7907535	ENSG00000152061	protein_coding	RABGAP1L
5269	7907537	ENSG00000252552	snRNA	RNU6-307P
7823	7907537	ENSG00000152061	protein_coding	RABGAP1L
